913.9821846194817,84.94402663958435,575
-318.47109372684764,590.2179160408165,598
992.0888622803811,-274.48650879615394,528
237.77698077489404,-630.584486156437,209
-197.96825097480996,79.65971330948449,503
-145.1509964541429,346.130760943321,1000
-270.31991778159625,-223.82463978049205,603
1049.7282431485323,517.1042276352941,1000
471.920553912343,-29.219780535915454,542
271.72376571155945,-333.16508633822406,537
-947.0183913822138,-629.6248330340725,753
388.9992224021875,622.8620418959407,753
-932.0159157549747,162.04310388025445,521
-897.2002550929523,-342.5396345438508,793
-946.0998004244303,607.8386988928373,1557
530.2254127019497,309.8811570583315,727
-946.2642536006815,-93.11961949206514,893
-390.2712854651158,-536.649380810147,893
-897.1274310534504,407.4231110507324,678
912.8109827124638,-579.6414812112931,741
