116.360817	39.90897369	434
116.3687515	39.9128492	188
116.3683472	39.90618134	502
116.368229	39.902857	477
116.3681736	39.90070075	472
116.368128	39.916179	223
116.3676148	39.91005325	460
116.3673401	39.91875186	124
116.3670954	39.90117217	450
116.3670883	39.92124557	197
116.3671818	39.91281891	188
116.3664093	39.90740967	188
116.3663406	39.91616171	156
116.3660191	39.90082277	529
116.3657614	39.92233658	170
116.3656851	39.92138672	100
116.3656311	39.91150259	414
116.3648453	39.90850449	454
116.3645773	39.91457879	235
116.3647385	39.91742341	474
116.3644714	39.90819168	459
116.3629532	39.90328605	480
116.3629303	39.91062927	188
116.3628998	39.91557053	474
116.3626709	39.90864563	100
116.3624954	39.91810226	354
116.3623123	39.90105475	453
116.360236	39.90998077	203
116.3621674	39.90205612	118
116.3615494	39.92129135	100
116.360324	39.920222	100
116.36011	39.913879	131
116.3600824	39.90184	191
116.3596573	39.91675568	429
116.3590023	39.90436935	272
116.3587311	39.90728268	458
116.3580093	39.91527603	338
116.3579276	39.91018322	209
116.3578311	39.92184421	337
116.3575211	39.91290665	444
116.356751	39.90714374	195
116.3563072	39.90441513	501
116.3560491	39.90114484	484
116.3560187	39.92056656	254
116.3555756	39.90365601	216
116.3554688	39.91301074	198
116.3552257	39.91634094	189
116.3549276	39.90961838	440
116.3542944	39.91779608	336
116.3541265	39.91520607	116
116.3528595	39.90712192	462
116.3538284	39.90513229	454
116.3537102	39.92052841	167
116.3528143	39.91230011	100
116.3527069	39.9100914	467
116.3524739	39.90118216	449
116.3522944	39.90379608	336
116.3518982	39.91083679	253
116.3518601	39.91760486	162
116.3518601	39.91444672	162
