116.3613172	39.91926471	575
116.3672409	39.90818079	598
116.3571025	39.9199671	528
116.3529276	39.91318322	209
116.3612551	39.9092647	503
116.3643793	39.90973963	1000
116.357697	39.908614	603
116.3663848	39.92048535	1000
116.35997854	39.915289158	542
116.3564148	39.91348868	537
116.35294	39.9025281	753
116.3676243	39.9145432	753
116.3622208	39.902663239	521
116.3563055	39.90297629	793
116.3674469	39.902536377	1557
116.36395462	39.91581345	727
116.3592295	39.902535111	893
116.3540295	39.907535111	893
116.36509744	39.9029769162	678
116.3535243	39.919253983	741
